audio,ground_truth,prediction,detected_language,wer
SPEAKER_005_YOUTUBEREVIEWS_0885.WAV,خالی رومینس بھی نہیں ہے اتنا لینیئر بھی نہیں ہے پراجیکٹ زیادہ اس لیے نہیں بول رہی کہ ابھی صرف میں نے پڑھا ہے ابھی اس کو پوری طرح,حالی رومانس بھی نہیں ہے اتنا ہی لینئر بھی نہیں ہے جادہ اس لیے نہیں بول لیکن ابھی سب میں نے پڑھا ہے بس کو پوری طرح,ur_forced,0.3793103448275862
SPEAKER_001_YOUTUBEREVIEWS_0590.WAV,سب ہو گئے لیکن ایسا نہیں ہو سکتا کہ آپ آئیں اور میں آپ سے تیری خواب میں توبہ توبہ توبہ توبہ یہ میں کوشش کرتا,سب ہوگے لیکن ایسا نہیں ہو سکتا کہ آپ آئے اور میں آپ سے دے دی خواب میں اب تو بہت بہت بہت بہت بہت یہ میں کوشش کر رہا ہوں,ur_forced,0.5769230769230769
SPEAKER_004_YOUTUBEREVIEWS_0709.WAV,کہ اوئے، او تکا نہیں لگ گیا۔ تکا نہیں، تکا، تکا نہیں لگ گیا کہ نہیں۔,تو تکہ نہیں لگی,ur_forced,0.9375
SPEAKER_037_FILM_0319.WAV,فوٹو دیکھ کر مر گئے ہو؟ فوٹو میں ہوتا کیا ہے؟ خیالات ہوتے ہیں؟ جذبات ہوتے ہیں ؟ دل موجود ہوتا ہے؟ پیار محسوس ہوتا ہے؟,فٹوزیں کر مرگے ہو فٹو میں ہوتا کیا ہے خالات ہوتے جزبات ہوتے دل مجود ہوتا ہے پیار مصوص ہوتا ہے,ur_forced,0.6153846153846154
SPEAKER_001_DRAMA_0351.wav,اس کی وہ جو دوست ہے بتول، اس سے پوچھیں شاید اسے کچھ پتا ہو۔,اس کی وہ جو دوست ہے بطول اس سے پوچھیں شاید اسے کچھ پتاو,ur_forced,0.2
SPEAKER_006_POETRY_0380.wav,جرم آدم نے کیا اور نسل آدم کو سزا,جرم آدم نے کیا اور نسل آدم کو سزا,ur_forced,0.0
SPEAKER_000_PROSES_0082.wav,اتنی جلد کہ ایک دن انگلیوں پر حساب لگایا تو اس بیچاری کی ازدواجی زندگی عدت کی میاد سے بھی مختصر نکلی۔,اتنی جلد کہ ایک دن اگلیوں پر حصاب لگایا تو اس بچاری کی اصدواجی زندگی اضلت کی میاد سے بھی مختصر نکلی,ur_forced,0.2727272727272727
SPEAKER_000_PROSES_0355.wav,کہتے تھے مجھ فقیر کو ان ہنگاموں سے کیا مطلب,کہتے تھے مجھ فقیر کو انہنگاموں سے کیا مقلق؟,ur_forced,0.3
SPEAKER_003_FILM_0068.WAV,تم گھر جاؤ تو اماں کو کہنا کہ ایجنسی فون کر دیں۔,تم کھر جا تو امام کو کہنا کہ ایجنسی فون کردے,ur_forced,0.4166666666666667
SPEAKER_018_COMEDYSHOW_0506.WAV,وہ ہر سال بعد وہ ہمارے ٹریلر میں بھی ہے کہ وہ کہتا ہے اگلے کی پوری کرکٹ ٹیم ہوگئی ہے ہمارا اوپنر ہی پیدا نہیں ہو رہا۔,ہر سال بعد وہ ہمارے پریلر میں بھی ہے کہ وہ کہتا ہے کہ اگلے کی پوری کریکٹیم ہو گئی ہمارا اپنا نہیں پیدا نہیں ہو رہا,ur_forced,0.35714285714285715
